tweet;manual_label;tweet_cleaned_id;tweet_preprocessed
@xcvbnmlpou @tanyakanrl Auto kena e-tilang ngga sih kalo gini?😭;0;  auto kena etilang ngga sih kalo gini;['auto', 'kena', 'etilang', 'tidak', 'sih', 'kalau', 'gin']
"@Penyuka_ombak eKTP
eTilang
eTENDERING
eKontrak.
Dan banyak lagi sudah pake elektronik sekarang
Ujian CPNS udah pake Online sekarang...

Pas pengaduan warga DKI udah pake manual... Ibukota menjadi role mode untuk wilayah lainnya .Bukan malah kembali ke manual semua ..  hadeehhh🤣🤣🤣";1; ektp etilang etendering ekontrak dan banyak lagi sudah pake elektronik sekarang ujian cpns udah pake online sekarang pas pengaduan warga dki udah pake manual ibukota menjadi role mode untuk wilayah lainnya bukan malah kembali ke manual semua  hadeehh;['ektp', 'etilang', 'etendering', 'ekontrak', 'dan', 'banyak', 'lagi', 'sudah', 'pakai', 'elektronik', 'sekarang', 'uji', 'cpns', 'sudah', 'pakai', 'online', 'sekarang', 'pas', 'adu', 'warga', 'dki', 'sudah', 'pakai', 'manual', 'ibukota', 'jadi', 'role', 'mode', 'untuk', 'wilayah', 'lain', 'bukan', 'bahkan', 'kembali', 'ke', 'manual', 'semua', 'hadeehh']
"@harismz @Reiza_Patters @suestysuesty @JktMajuBersama @aniesbaswedan @DKIJakarta @SuaraAnies Selama tidak ditindak, pelanggaran akan terus terjadi.
Pasang CCTV. Tilang elektronik supaya tidak prit jigo.  3x melanggar, motornya tenggelamkan di BKT biar jadi rumpon ikan wader.";2;       selama tidak ditindak pelanggaran akan terus terjadi pasang cctv tilang elektronik supaya tidak prit jigo x melanggar motornya tenggelamkan di bkt biar jadi rumpon ikan wader;['lama', 'tidak', 'tindak', 'langgar', 'akan', 'terus', 'jadi', 'pasang', 'cctv', 'tilang', 'elektronik', 'supaya', 'tidak', 'prit', 'jigo', 'x', 'langgar', 'motor', 'tenggelam', 'di', 'bkt', 'supaya', 'jadi', 'rumpon', 'ikan', 'wader']
Banyak Pelanggaran Lampu Merah Terekam Kamera Tilang Elektronik di Tarakan https://t.co/cLAGeKvgip #TempoOtomotif;0;banyak pelanggaran lampu merah terekam kamera tilang elektronik di tarakan  ;['banyak', 'langgar', 'lampu', 'merah', 'rekam', 'kamera', 'tilang', 'elektronik', 'di', 'tara']
"@txtdrberseragam *plot twist*

""bukannya e-tilang sdh berlaku? Knp sya ditilang scara langsung.""

""krna bpk melanggar, tdk pke spion dan cctv e-tilang tdk terjangkau smpe sni""

""tpi pak..""

""tpi apa hah, sudah saya blum makan siang. tolong dipikirkan""

""20rb cukup?""

""hadeh yasudah sna cpt prgi""";1; plot twist bukannya etilang sdh berlaku knp sya ditilang scara langsung krna bpk melanggar tdk pke spion dan cctv etilang tdk terjangkau smpe sni tpi pak tpi apa hah sudah saya blum makan siang tolong dipikirkan rb cukup hadeh yasudah sna cpt prgi;['plot', 'twist', 'bukan', 'etilang', 'sudah', 'laku', 'kenapa', 'sya', 'tilang', 'scara', 'langsung', 'krna', 'bapak', 'langgar', 'tidak', 'pakai', 'spion', 'dan', 'cctv', 'etilang', 'tidak', 'jangkau', 'smpe', 'sini', 'tapi', 'pak', 'tapi', 'apa', 'hah', 'sudah', 'saya', 'belum', 'makan', 'siang', 'tolong', 'pikir', 'rb', 'cukup', 'hadeh', 'yasudah', 'sna', 'cpt', 'prgi']
"Tapi serius, isilop di sini ga ada harga dirinya 🤣

Ga pernah ada tilang di sini, E-TLE cuma buat pajangan, motor plat mati (dan ga pasang plat) pun dibiarin wkwkwkw";0;tapi serius isilop di sini ga ada harga dirinya  ga pernah ada tilang di sini etle cuma buat pajangan motor plat mati dan ga pasang plat pun dibiarin wkwkwkw;['tapi', 'serius', 'isilop', 'di', 'sini', 'tidak', 'ada', 'harga', 'diri', 'tidak', 'pernah', 'ada', 'tilang', 'di', 'sini', 'etle', 'cuma', 'buat', 'pajang', 'motor', 'plat', 'mati', 'dan', 'tidak', 'pasang', 'plat', 'pun', 'dibiarin', 'wkwkwkw']
@siapkawalpolri Setuju banget pak @ListyoSigitP dengan E-tilang diharapkan dapat mencegah terjadinya lagi pungli pada tilang manual yang dilakulan oleh lara oknum. @DivHumas_Polri;2; setuju banget pak  dengan etilang diharapkan dapat mencegah terjadinya lagi pungli pada tilang manual yang dilakulan oleh lara oknum ;['tuju', 'banget', 'pak', 'dengan', 'etilang', 'harap', 'dapat', 'cegah', 'jadi', 'lagi', 'pungut', 'liar', 'pada', 'tilang', 'manual', 'yang', 'dilakulan', 'oleh', 'lara', 'oknum']
@KompasTV Saya lebih setuju kalo orang py SIM tp ga menghargai nyawa di jalan lgsg begitu ketangkep ETLE lgsg BLOKIR dan ga boleh punya SIM lagi seumur matinya dia.;2; saya lebih setuju kalo orang py sim tp ga menghargai nyawa di jalan lgsg begitu ketangkep etle lgsg blokir dan ga boleh punya sim lagi seumur matinya dia;['saya', 'lebih', 'tuju', 'kalau', 'orang', 'py', 'sim', 'tapi', 'tidak', 'harga', 'nyawa', 'di', 'jalan', 'langsung', 'begitu', 'ketangkep', 'etle', 'langsung', 'blokir', 'dan', 'tidak', 'boleh', 'punya', 'sim', 'lagi', 'umur', 'mati', 'dia']
Makin Canggih! Polisi Bisa Tilang dari Udara Pakai Drone, Ini Cara Kerja ETLE Drone https://t.co/66PgDjfO9O;1;makin canggih polisi bisa tilang dari udara pakai drone ini cara kerja etle drone ;['makin', 'canggih', 'polisi', 'bisa', 'tilang', 'dari', 'udara', 'pakai', 'drone', 'ini', 'cara', 'kerja', 'etle', 'drone']
Giat asistensi Ro Rena Polda Sumsel perihal pelaksanaan pengadaan ETLE Polres Muara Enim https://t.co/tScS7xDHre;1;giat asistensi ro rena polda sumsel perihal pelaksanaan pengadaan etle polres muara enim ;['giat', 'asistensi', 'ro', 'rena', 'polda', 'sumsel', 'perihal', 'laksana', 'ada', 'etle', 'polres', 'muara', 'enim']
"Sampe skrg aku bingung orang2 pada pengen banget punya mobil

Buat apa yak, jaman now yg punya mobil skrg dipersulit kebijakan ganjil genap + kadang salah tilang ETLE + macet dimana2

Mending ngeDP motor, kemana2 enak ga kehalang gage, macet bukatutup puncak? Bisa lawan arus. https://t.co/WqnPHECoY8";0;sampe skrg aku bingung orang pada pengen banget punya mobil buat apa yak jaman now yg punya mobil skrg dipersulit kebijakan ganjil genap  kadang salah tilang etle  macet dimana mending ngedp motor kemana enak ga kehalang gage macet bukatutup puncak bisa lawan arus ;['sampai', 'sekarang', 'aku', 'bingung', 'orang', 'pada', 'ken', 'banget', 'punya', 'mobil', 'buat', 'apa', 'yak', 'jaman', 'now', 'yang', 'punya', 'mobil', 'sekarang', 'sulit', 'bijak', 'ganjil', 'genap', 'kadang', 'salah', 'tilang', 'etle', 'macet', 'mana', 'lebih', 'baik', 'ngedp', 'motor', 'mana', 'enak', 'tidak', 'halang', 'ganjil', 'genap', 'macet', 'bukatutup', 'puncak', 'bisa', 'lawan', 'arus']
Pelayanan penindakan E-TLE tanggal 20 sampai 21 november 2022 https://t.co/hvccnDN0JT;1;pelayanan penindakan etle tanggal  sampai  november  ;['layan', 'tindak', 'etle', 'tanggal', 'sampai', 'november']
"Kapolri Larang Polantas Gelar Operasi-Tilang Pengendara Secara Manual 
#detikcom #detikbali #ETLE
https://t.co/ehaRISKALv";1;kapolri larang polantas gelar operasitilang pengendara secara manual    ;['kapolri', 'larang', 'polisi', 'lalu', 'lintas', 'gelar', 'operasitilang', 'kendara', 'cara', 'manual']
@siapkawalpolri @ListyoSigitP Saya yakin dengan diberlakukanya E-tilang permasalahan pungli akan bisa terastasi dengan baik @ListyoSigitP;2;  saya yakin dengan diberlakukanya etilang permasalahan pungli akan bisa terastasi dengan baik ;['saya', 'yakin', 'dengan', 'diberlakukanya', 'etilang', 'masalah', 'pungut', 'liar', 'akan', 'bisa', 'terastasi', 'dengan', 'baik']
etle kan tehnisnya... teknolohi... misalnya sapi IPB;1;etle kan tehnisnya teknolohi misalnya sapi ipb;['etle', 'kan', 'tehnisnya', 'teknolohi', 'misal', 'sapi', 'ipb']
"@l1_mey Aku ga tau soalnya kak kalo ada dipasangin etilang 🥲 soalnya cuma mau ke pasar doang, deket jadi mager pake helm, taunya pas rame di ig kalo sekarang udah banyak dipasangin kamera etilang 🥲 baru pake helm 

Asli takut banget soalnya baru mau bayar pajak takut kena banyak 🥲";0; aku ga tau soalnya kak kalo ada dipasangin etilang  soalnya cuma mau ke pasar doang deket jadi mager pake helm taunya pas rame di ig kalo sekarang udah banyak dipasangin kamera etilang  baru pake helm asli takut banget soalnya baru mau bayar pajak takut kena banyak ;['aku', 'tidak', 'tahu', 'soal', 'kak', 'kalau', 'ada', 'dipasangin', 'etilang', 'soal', 'cuma', 'mau', 'ke', 'pasar', 'doang', 'deket', 'jadi', 'mager', 'pakai', 'helm', 'tau', 'pas', 'ramai', 'di', 'ig', 'kalau', 'sekarang', 'sudah', 'banyak', 'dipasangin', 'kamera', 'etilang', 'baru', 'pakai', 'helm', 'asli', 'takut', 'banget', 'soal', 'baru', 'mau', 'bayar', 'pajak', 'takut', 'kena', 'banyak']
"DIJAMIN GAK BISA NGELAK DAHHH...

Tingkatkan ketertiban berlalu lintas bagi pengguna jalan (motor atau mobil), kepolisian kian gencarkan ETLE.

ETLE atau electronic traffic law enforcement alias tilang elektronik akan kian memperse…https://t.co/NZW5S1Z2Rb https://t.co/OG5nfYbpIG";0;dijamin gak bisa ngelak dahh tingkatkan ketertiban berlalu lintas bagi pengguna jalan motor atau mobil kepolisian kian gencarkan etle etle atau electronic traffic law enforcement alias tilang elektronik akan kian memperse… ;['jamin', 'tidak', 'bisa', 'ngelak', 'dahh', 'tingkat', 'tertib', 'lalu', 'lintas', 'bagi', 'guna', 'jalan', 'motor', 'atau', 'mobil', 'polisi', 'kian', 'gencar', 'etle', 'etle', 'atau', 'electronic', 'traffic', 'law', 'enforcement', 'alias', 'tilang', 'elektronik', 'akan', 'kian', 'memperse']
Sebanyak 11 kamera ETLE akan menindak setiap pelanggar di Jabodetabek. https://t.co/XeiEL5rTCM;1;sebanyak  kamera etle akan menindak setiap pelanggar di jabodetabek ;['banyak', 'kamera', 'etle', 'akan', 'tindak', 'tiap', 'langgar', 'di', 'jabodetabek']
"@CNNIndonesia Baiknya kendaraan yang sengaja tidak dipasang plat padahal sudah ada, ditilang manual saja. Kendaraannya langsung dikandangin beberapa hari. Biar kapok. 
Kalau pakai ETLE tidak akan efektif dan besar kemungkinan main tebak-tebakan.";1; baiknya kendaraan yang sengaja tidak dipasang plat padahal sudah ada ditilang manual saja kendaraannya langsung dikandangin beberapa hari biar kapok kalau pakai etle tidak akan efektif dan besar kemungkinan main tebaktebakan;['baik', 'kendara', 'yang', 'sengaja', 'tidak', 'pasang', 'plat', 'padahal', 'sudah', 'ada', 'tilang', 'manual', 'saja', 'kendara', 'langsung', 'dikandangin', 'beberapa', 'hari', 'supaya', 'kapok', 'kalau', 'pakai', 'etle', 'tidak', 'akan', 'efektif', 'dan', 'besar', 'mungkin', 'main', 'tebaktebakan']
Cara Cek Tilang Elektronik Download Aplikasi Ini https://t.co/yqhgIv5LkT;1;cara cek tilang elektronik download aplikasi ini ;['cara', 'cek', 'tilang', 'elektronik', 'download', 'aplikasi', 'ini']
ETLE Diterapkan di Batam, Tapi Pengendara Masih Banyak Melakukan Pelanggaran   https://t.co/c1AdCqOhoR;1;etle diterapkan di batam tapi pengendara masih banyak melakukan pelanggaran ;['etle', 'terap', 'di', 'batam', 'tapi', 'kendara', 'masih', 'banyak', 'laku', 'langgar']
Tilang ETLE di Basel Belum Bisa Diterapkan, Ini Penyebabnya https://t.co/gYrRaIMuPr;1;tilang etle di basel belum bisa diterapkan ini penyebabnya ;['tilang', 'etle', 'di', 'basel', 'belum', 'bisa', 'terap', 'ini', 'sebab']
‘ETLE’ Diyakini Hasilkan Efek Jera Pelanggar Lalu Lintas https://t.co/8EyrmdgaFp #ElectronicTrafficLawEnforcement #Etle #TilangElektronik #Tilang;1;‘etle’ diyakini hasilkan efek jera pelanggar lalu lintas     ;['', 'etle', '', 'yakin', 'hasil', 'efek', 'jera', 'langgar', 'lalu', 'lintas']
"Cara Mengecek Status E-Tilang, Yuk Simak Selengkapnya Sobat....

#PolriPresisi
Polda Banten
@silitongashinto
@divisihumaspolri https://t.co/VyvMlFhMyi";1;cara mengecek status etilang yuk simak selengkapnya sobat  polda banten   ;['cara', 'ecek', 'status', 'etilang', 'yuk', 'simak', 'lengkap', 'sobat', 'polda', 'banten']
"Kapolri Jenderal Polisi Listyo Sigit Prabowo resmi meniadakan tilang manual dan menggantikannya dengan tilang elektronik. Pasca keputusan tersebut, jumlah polisi lalu lintas yang berjaga nampak berkurang.

#IndosiarBerita 

Berita lainnya: https://t.co/wddAYjpNoE https://t.co/R7B73ePshA";1;kapolri jenderal polisi listyo sigit prabowo resmi meniadakan tilang manual dan menggantikannya dengan tilang elektronik pasca keputusan tersebut jumlah polisi lalu lintas yang berjaga nampak berkurang  berita lainnya  ;['kapolri', 'jenderal', 'polisi', 'listyo', 'sigit', 'prabowo', 'resmi', 'tiada', 'tilang', 'manual', 'dan', 'ganti', 'dengan', 'tilang', 'elektronik', 'pasca', 'putus', 'sebut', 'jumlah', 'polisi', 'lalu', 'lintas', 'yang', 'jaga', 'nampak', 'kurang', 'berita', 'lain']
Jumlah dakgarlantas selama 1x24 jam yang tercapture oleh kamera Etle https://t.co/NcpCq9n6nM;1;jumlah dakgarlantas selama x jam yang tercapture oleh kamera etle ;['jumlah', 'dakgarlantas', 'lama', 'x', 'jam', 'yang', 'tercapture', 'oleh', 'kamera', 'etle']
Polda Sumbar Bakal Terapkan ETLE Kamera Hp, Pelanggar Lalu Lintas Otomatis Difoto lalu Ditilang https://t.co/kfLNMnYB4S;1;polda sumbar bakal terapkan etle kamera hp pelanggar lalu lintas otomatis difoto lalu ditilang ;['polda', 'sumbar', 'akan', 'terap', 'etle', 'kamera', 'hp', 'langgar', 'lalu', 'lintas', 'otomatis', 'foto', 'lalu', 'tilang']
@dishub_bwi Banyak yang melanggar disitu, apa ada tilang elektronik ya?;1; banyak yang melanggar disitu apa ada tilang elektronik ya;['banyak', 'yang', 'langgar', 'situ', 'apa', 'ada', 'tilang', 'elektronik', 'iya']
"Bhabinkamtibmas Polsek Pulau Raja AIPDA JK. PASARIBU menghimbau kepada Masyarakat agar mendownload aplikasi super polri app di play store untuk mendapatkan pelayanan online sbb : 
1. Pengaduan Masyarakat
2. SIM Online
3. Pengurusan STNK Online
4. Tilang  ( ETLE )
5. SP2HP
6. SKCK https://t.co/R9dQjzktLz";1;bhabinkamtibmas polsek pulau raja aipda jk pasaribu menghimbau kepada masyarakat agar mendownload aplikasi super polri app di play store untuk mendapatkan pelayanan online sbb   pengaduan masyarakat  sim online  pengurusan stnk online  tilang  etle   sphp  skck ;['bhabinkamtibmas', 'polsek', 'pulau', 'raja', 'aipda', 'jk', 'pasaribu', 'menghimbau', 'kepada', 'masyarakat', 'agar', 'mendownload', 'aplikasi', 'super', 'polri', 'app', 'di', 'play', 'store', 'untuk', 'dapat', 'layan', 'online', 'bagai', 'ikut', 'adu', 'masyarakat', 'sim', 'online', 'urus', 'stnk', 'online', 'tilang', 'etle', 'sphp', 'skck']
pemerintah yang udah keluarin dana triliunan untuk kamera ETLE: https://t.co/i1zpDcjSUv;1;pemerintah yang udah keluarin dana triliunan untuk kamera etle ;['perintah', 'yang', 'sudah', 'keluarin', 'dana', 'triliun', 'untuk', 'kamera', 'etle']
"Sosialisasi Aplikasi Smart City Dulur Kito dalam rangka kesiapan implementasi E-TLE

#poldasumsel 
#polresokuselatan
#PolriPresisi https://t.co/Typrn0kbIm";1;sosialisasi aplikasi smart city dulur kito dalam rangka kesiapan implementasi etle    ;['sosialisasi', 'aplikasi', 'smart', 'city', 'saudara', 'kito', 'dalam', 'rangka', 'kesiap', 'implementasi', 'etle']
Cara Cek Kendaraan Kalian Kena Tilag ETLE Atau Tidak https://t.co/zWyEZmDNZe;1;cara cek kendaraan kalian kena tilag etle atau tidak ;['cara', 'cek', 'kendara', 'kalian', 'kena', 'tilag', 'etle', 'atau', 'tidak']
"Cara Cara Menyanggah Surat Tilang Elektronik Jika Tidak Merasa Melanggar? Cek Kembali Apa Itu #ETLE!
 
https://t.co/cWHiaylKYl lewat @tribunpontianak";1;cara cara menyanggah surat tilang elektronik jika tidak merasa melanggar cek kembali apa itu   lewat ;['cara', 'cara', 'sanggah', 'surat', 'tilang', 'elektronik', 'jika', 'tidak', 'rasa', 'langgar', 'cek', 'kembali', 'apa', 'itu', 'lewat']
Anda telat, tech ini udah lama diuji coba dan ngeselinnya (buat tukang langgar lalin) akurasinya tinggi, tembus pula di kaca film 60% yang tintingnya agak silver. Sekarang e-TLE suratnya gacuma ngincer plat, SIMnya yang nyetir juga ikut kena;2;anda telat tech ini udah lama diuji coba dan ngeselinnya buat tukang langgar lalin akurasinya tinggi tembus pula di kaca film  yang tintingnya agak silver sekarang etle suratnya gacuma ngincer plat simnya yang nyetir juga ikut kena;['anda', 'lambat', 'tech', 'ini', 'sudah', 'lama', 'uji', 'coba', 'dan', 'ngeselinnya', 'buat', 'tukang', 'langgar', 'lalin', 'akurasi', 'tinggi', 'tembus', 'pula', 'di', 'kaca', 'film', 'yang', 'tinting', 'agak', 'silver', 'sekarang', 'etle', 'surat', 'gacuma', 'ngincer', 'plat', 'simnya', 'yang', 'nyetir', 'juga', 'ikut', 'kena']
"Lagian skrg sdh ada etle, polisi ngapain bertebaran di jalanan, hampir di setiap pintu kawasan gan/gen?
udah kayak negara lg dlm keadaan darurat militer aja.

Kl gk berfungsi, bongkar aja semua cameranya. Ngabisin duit pajak aja😑";2;lagian skrg sdh ada etle polisi ngapain bertebaran di jalanan hampir di setiap pintu kawasan gangen udah kayak negara lg dlm keadaan darurat militer aja kl gk berfungsi bongkar aja semua cameranya ngabisin duit pajak aja;['lagi', 'sekarang', 'sudah', 'ada', 'etle', 'polisi', 'sedang', 'apa', 'tebar', 'di', 'jalan', 'hampir', 'di', 'tiap', 'pintu', 'kawasan', 'gangen', 'sudah', 'kayak', 'negara', 'lagi', 'dlm', 'ada', 'darurat', 'militer', 'saja', 'kalau', 'tidak', 'fungsi', 'bongkar', 'saja', 'semua', 'cameranya', 'ngabisin', 'duit', 'pajak', 'saja']
@mapaybandungcom mobil tilang elektronik sudah beroperasi di Bandung belum min ?;1; mobil tilang elektronik sudah beroperasi di bandung belum min ;['mobil', 'tilang', 'elektronik', 'sudah', 'operasi', 'di', 'bandung', 'belum', 'min']
Polda Jateng Mulai Ujicoba ETLE Drone, Begini Proses Tilangnya https://t.co/vlSF0p1FC8;1;polda jateng mulai ujicoba etle drone begini proses tilangnya ;['polda', 'jateng', 'mulai', 'ujicoba', 'etle', 'drone', 'begini', 'proses', 'tilang']
Daftar Besaran Denda Tilang Elektronik ETLE https://t.co/oppKZG3V27;1;daftar besaran denda tilang elektronik etle ;['daftar', 'besar', 'denda', 'tilang', 'elektronik', 'etle']
Tilang Elektronik Diberlakukan di Padang, Pengendara Seenaknya tak Pakai Helm https://t.co/tGmDexihKy;1;tilang elektronik diberlakukan di padang pengendara seenaknya tak pakai helm ;['tilang', 'elektronik', 'laku', 'di', 'padang', 'kendara', 'enak', 'tidak', 'pakai', 'helm']
@xiaoctings ETILANG ETILANG, TETANGGA GUE KENA FOTO LANGSUNG;0; etilang etilang tetangga gue kena foto langsung;['etilang', 'etilang', 'tetangga', 'saya', 'kena', 'foto', 'langsung']
pelat nomor putih ini beneran bisa dibaca kamera etle?;1;pelat nomor putih ini beneran bisa dibaca kamera etle;['pelat', 'nomor', 'putih', 'ini', 'beneran', 'bisa', 'baca', 'kamera', 'etle']
"Pertama kalinya kena e-tilang etle 😆
Tapi kok justru malah seneng, jd tau kalo sistemnya jalan 
Apalagi setelah ngurus, ternyata semudah dan secepat itu prosesnya, cuma sayang harus hadir ke polres jd perlu meluangkan waktu wlpn sebentar.";2;pertama kalinya kena etilang etle  tapi kok justru malah seneng jd tau kalo sistemnya jalan apalagi setelah ngurus ternyata semudah dan secepat itu prosesnya cuma sayang harus hadir ke polres jd perlu meluangkan waktu wlpn sebentar;['pertama', 'kali', 'kena', 'etilang', 'etle', 'tapi', 'kok', 'justru', 'bahkan', 'neng', 'jadi', 'tahu', 'kalau', 'sistem', 'jalan', 'apalagi', 'telah', 'urus', 'nyata', 'mudah', 'dan', 'cepat', 'itu', 'proses', 'cuma', 'sayang', 'harus', 'hadir', 'ke', 'polres', 'jadi', 'perlu', 'luang', 'waktu', 'wlpn', 'sebentar']
Polda Metro Jaya bakal mengusut dugaan pemalsuan pelat nomor kendaraan terkait kasus 'salah tilang' dengan ETLE.  https://t.co/f0mCpXN9Ss;1;polda metro jaya bakal mengusut dugaan pemalsuan pelat nomor kendaraan terkait kasus salah tilang dengan etle ;['polda', 'metro', 'jaya', 'akan', 'usut', 'duga', 'palsu', 'pelat', 'nomor', 'kendara', 'kait', 'kasus', 'salah', 'tilang', 'dengan', 'etle']
"Kapolsek Pangkalan Balai Iptu samingun,s.ip mengikuti rapat murenbang dikantor camat sembawa sekaligus mensosialisasikan sistem penilangan  dg etle
#Polripresisi
#poldasumsel
#Kapoldasumsel
#polresbanyuasin
#kapolresbanyuasin https://t.co/HVl6TywQpX";1;kapolsek pangkalan balai iptu samingunsip mengikuti rapat murenbang dikantor camat sembawa sekaligus mensosialisasikan sistem penilangan dg etle      ;['kapolsek', 'pangkal', 'balai', 'iptu', 'samingunsip', 'ikut', 'rapat', 'murenbang', 'kantor', 'camat', 'sembawa', 'sekaligus', 'sosialisasi', 'sistem', 'tilang', 'dg', 'etle']
"Tilang memakai ETLE dinilai, tidak bisa mengubah kebiasaan buruk pengendara.

#merahputihcom #ETLE #kebiasaan #pengendara #tilang 

https://t.co/KGuUxNhoPn";1;tilang memakai etle dinilai tidak bisa mengubah kebiasaan buruk pengendara      ;['tilang', 'pakai', 'etle', 'nilai', 'tidak', 'bisa', 'ubah', 'biasa', 'buruk', 'kendara']
Kapolri Larang Tilang Manual, Polantas di Makassar Mulai Dilatih Pakai ETLE. #makassar #kapolri https://t.co/mJ6EN1Td90;1;kapolri larang tilang manual polantas di makassar mulai dilatih pakai etle   ;['kapolri', 'larang', 'tilang', 'manual', 'polisi', 'lalu', 'lintas', 'di', 'makassar', 'mulai', 'latih', 'pakai', 'etle']
Jelang KTT G20 polisi menambah sejumlah kamera pengawas untuk mendukung penerapan Electronic Traffic Law Enforcement (ETLE) atau tilang elektronik. https://t.co/digJpBKQZl;1;jelang ktt g polisi menambah sejumlah kamera pengawas untuk mendukung penerapan electronic traffic law enforcement etle atau tilang elektronik ;['jelang', 'ktt', 'g', 'polisi', 'tambah', 'jumlah', 'kamera', 'awas', 'untuk', 'dukung', 'terap', 'electronic', 'traffic', 'law', 'enforcement', 'etle', 'atau', 'tilang', 'elektronik']
"PATAKA sosialisasi ETLE

AKP @indrowono Kasat Lantas didampingi para Kanit dan Personil PATAKA Sat Lantas Polres Banyuasin pada hari Selasa, 13 Desember 2022 melaksanakan giat sosialisasi ETLE.

#kapoldasumsel
#poldasumsel
#polresbanyuasin
#kapolresbanyuasin https://t.co/r16fkY7QNz";1;pataka sosialisasi etle akp  kasat lantas didampingi para kanit dan personil pataka sat lantas polres banyuasin pada hari selasa  desember  melaksanakan giat sosialisasi etle     ;['pataka', 'sosialisasi', 'etle', 'akp', 'kepala', 'satu', 'lantas', 'damping', 'para', 'kanit', 'dan', 'personil', 'pataka', 'sat', 'lantas', 'polres', 'banyuasin', 'pada', 'hari', 'selasa', 'desember', 'laksana', 'giat', 'sosialisasi', 'etle']
Pastikan Tertib Dalam berlalulintas Agar Tidak Tercapture Kamera ETLE https://t.co/1cz6NiOViu;1;pastikan tertib dalam berlalulintas agar tidak tercapture kamera etle ;['pasti', 'tertib', 'dalam', 'berlalulintas', 'agar', 'tidak', 'tercapture', 'kamera', 'etle']
"Polres Sukoharjo Resmikan TMC. Tidak Ada Tilang Manual, Pelanggaran Meningkat. 9419 Pelanggar Terekam ETLE - Suara Merdeka Solo - Suara Merdeka Solo https://t.co/6x00U9KMtd
#Sukoharjo #SukoharjoMakmur #BeritaSukoharjo";1;polres sukoharjo resmikan tmc tidak ada tilang manual pelanggaran meningkat  pelanggar terekam etle  suara merdeka solo  suara merdeka solo    ;['polres', 'sukoharjo', 'resmi', 'tmc', 'tidak', 'ada', 'tilang', 'manual', 'langgar', 'tingkat', 'langgar', 'rekam', 'etle', 'suara', 'merdeka', 'solo', 'suara', 'merdeka', 'solo']
Begini Penjelasan Polda Jateng soal Mekanisme Drone ETLE bagi Pelanggar Lalu Lintas https://t.co/gWXMM723aF;1;begini penjelasan polda jateng soal mekanisme drone etle bagi pelanggar lalu lintas ;['begini', 'jelas', 'polda', 'jateng', 'soal', 'mekanisme', 'drone', 'etle', 'bagi', 'langgar', 'lalu', 'lintas']
@siapkawalpolri @ListyoSigitP E-Tilang ini akan efesien dan memperkecil ruang terjadinya pungli oleh oknum2 yang nakal @DivHumas_Polri @ListyoSigitP;1;  etilang ini akan efesien dan memperkecil ruang terjadinya pungli oleh oknum yang nakal  ;['etilang', 'ini', 'akan', 'efesien', 'dan', 'kecil', 'ruang', 'jadi', 'pungut', 'liar', 'oleh', 'oknum', 'yang', 'nakal']
"@CNNIndonesia Dulu 3 in 1 puluhan tahun dikorupsi pakai joki. Ganjil genap dikorupsi pakai plat no palsu. Tilang elektronik dikorupsi dgn tak pakai plat no. Tilang manual dikorupsi pakai duit. Rajin beragama tapi tak bertuhan &amp; korupsi jadi gaya hidup. Yg salah malah duluan marah.";1; dulu  in  puluhan tahun dikorupsi pakai joki ganjil genap dikorupsi pakai plat no palsu tilang elektronik dikorupsi dgn tak pakai plat no tilang manual dikorupsi pakai duit rajin beragama tapi tak bertuhan dan korupsi jadi gaya hidup yg salah malah duluan marah;['dulu', 'in', 'puluh', 'tahun', 'korupsi', 'pakai', 'joki', 'ganjil', 'genap', 'korupsi', 'pakai', 'plat', 'no', 'palsu', 'tilang', 'elektronik', 'korupsi', 'dengan', 'tidak', 'pakai', 'plat', 'no', 'tilang', 'manual', 'korupsi', 'pakai', 'duit', 'rajin', 'agama', 'tapi', 'tidak', 'tuhan', 'dan', 'korupsi', 'jadi', 'gaya', 'hidup', 'yang', 'salah', 'bahkan', 'duluan', 'marah']
mmv yh @crackiela smoga kita gx kena e-tilang;0;mmv yh  smoga kita gx kena etilang;['mmv', 'yh', 'moga', 'kita', 'gx', 'kena', 'etilang']
@AREAJULID Iya soalnya pake e-tilang;1; iya soalnya pake etilang;['iya', 'soal', 'pakai', 'etilang']
"OPERASI ZEBRA LODAYA 2022 di jajaran Polresta Cirebon akan digelar selama 14 (empat belas) hari TMT 03 s/d 16 Oktober 2022 dengan melaksanakan gakkum lantas melalui Etle Mobile dan teguran pada 7 prioritas pelanggaran.

 #opszebralodaya2022 https://t.co/nQP9cavI7k";1;operasi zebra lodaya  di jajaran polresta cirebon akan digelar selama  empat belas hari tmt  sd  oktober  dengan melaksanakan gakkum lantas melalui etle mobile dan teguran pada  prioritas pelanggaran  ;['operasi', 'zebra', 'lodaya', 'di', 'jajar', 'polresta', 'cirebon', 'akan', 'gelar', 'lama', 'empat', 'belas', 'hari', 'tmt', 'sd', 'oktober', 'dengan', 'laksana', 'gakkum', 'lantas', 'lalu', 'etle', 'mobile', 'dan', 'tegur', 'pada', 'prioritas', 'langgar']
